District,Ward,House_type,Legal,Floors,Bedrooms,Area,Price_per_m2,Total_Price_Billion
Hà Đông,Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,2.0,2.0,30.0,60.0,1.8
Cầu Giấy,Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,36.0,94.44,3.39984
Long Biên,Long Biên,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,67.14,2.3499
Ba Đình,Giảng Võ,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,35.0,181.43,6.35005
Long Biên,Long Biên,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,30.0,78.33,2.3499
Ba Đình,Ngọc Hà,"Nhà ngõ, hẻm",Đã có sổ,3.0,2.0,35.0,112.86,3.9501
Đống Đa,Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,30.0,96.67,2.9001
Đống Đa,Kim Liên,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,28.0,101.79,2.8501200000000004
Thanh Xuân,Thanh Xuân Trung,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,82.86,2.9001
Hai Bà Trưng,Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,39.0,89.74,3.4998599999999995
Ba Đình,Kim Mã,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,20.0,100.0,2.0
Hoàng Mai,Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,36.0,77.78,2.80008
Hà Đông,Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,6.0,39.0,176.92,6.89988
Long Biên,Gia Thụy,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,43.0,102.79,4.41997
Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,3.0,2.0,36.0,69.44,2.4998400000000003
Đống Đa,Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,1.0,3.0,25.0,94.0,2.35
Thanh Xuân,Khương Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,3.0,48.0,62.5,3.0
Đống Đa,Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,40.0,77.5,3.1
Hà Đông,Hà Cầu,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,5.0,53.0,66.98,3.54994
Hoàng Mai,Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,33.0,78.79,2.60007
Hoàng Mai,Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,30.0,115.0,3.45
Đống Đa,Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,4.0,2.0,30.0,98.33,2.9499
Bắc Từ Liêm,Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,30.0,100.0,3.0
Tây Hồ,Bưởi,"Nhà ngõ, hẻm",Đã có sổ,4.0,6.0,89.0,58.43,5.20027
Long Biên,Giang Biên,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,35.0,65.71,2.2998499999999997
Hai Bà Trưng,Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,1.0,1.0,32.0,96.88,3.10016
Nam Từ Liêm,Phương Canh,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,39.0,74.36,2.90004
Long Biên,Ngọc Lâm,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,2.0,63.0,76.19,4.79997
Huyện Gia Lâm,Thị trấn Trâu Quỳ,Nhà biệt thự,Đã có sổ,3.0,4.0,128.0,81.02,10.37056
Thanh Xuân,Khương Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,5.0,46.0,73.91,3.39986
Đống Đa,Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,40.0,73.75,2.95
Nam Từ Liêm,Xuân Phương,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,31.0,83.87,2.5999700000000003
Hà Đông,La Khê,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,44.0,50.91,2.24004
Bắc Từ Liêm,Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,43.0,81.4,3.5002000000000004
Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,58.0,103.45,6.000100000000001
Ba Đình,Vĩnh Phúc,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,40.0,86.25,3.45
Đống Đa,Phương Liên,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,40.0,95.0,3.8
Cầu Giấy,Nghĩa Đô,Nhà biệt thự,Đã có sổ,3.0,5.0,110.0,133.64,14.700399999999998
Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,33.0,93.94,3.1000199999999998
Bắc Từ Liêm,Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,91.43,3.20005
Long Biên,Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,3.0,4.0,70.0,52.14,3.6498000000000004
Hai Bà Trưng,Quỳnh Lôi,"Nhà mặt phố, mặt tiền",Đã có sổ,1.0,2.0,55.0,69.09,3.7999500000000004
Cầu Giấy,Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,53.0,103.77,5.499809999999999
Tây Hồ,Bưởi,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,4.0,114.0,162.28,18.499920000000003
Hoàn Kiếm,Hàng Buồm,"Nhà mặt phố, mặt tiền",Đã có sổ,8.0,10.0,50.0,710.0,35.5
Cầu Giấy,Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,36.0,80.56,2.90016
Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,41.0,109.76,4.50016
Ba Đình,Trúc Bạch,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,3.0,40.0,105.0,4.2
Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,40.0,85.0,3.4
Long Biên,Ngọc Lâm,"Nhà ngõ, hẻm",Đã có sổ,2.0,3.0,41.0,58.54,2.40014
Cầu Giấy,Yên Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,45.0,92.22,4.1499
Cầu Giấy,Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,6.0,4.0,40.0,206.25,8.25
Tây Hồ,Bưởi,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,4.0,114.0,162.28,18.499920000000003
Tây Hồ,Bưởi,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,51.0,122.55,6.25005
Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,47.0,67.02,3.1499399999999995
Nam Từ Liêm,Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,6.0,6.0,40.0,120.0,4.8
Hà Đông,La Khê,Nhà phố liền kề,Đã có sổ,5.0,5.0,82.0,85.37,7.0003400000000005
Hà Đông,Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,40.0,66.25,2.65
Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,42.0,88.1,3.7001999999999997
Cầu Giấy,Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,6.0,5.0,35.0,102.86,3.6001
Hai Bà Trưng,Bạch Đằng,Nhà phố liền kề,Đã có sổ,6.0,5.0,79.0,136.71,10.80009
Ba Đình,Kim Mã,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,30.0,148.33,4.4499
Hai Bà Trưng,Cầu Dền,"Nhà ngõ, hẻm",Đã có sổ,3.0,2.0,32.0,71.88,2.30016
Bắc Từ Liêm,Cổ Nhuế 2,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,42.0,61.9,2.5997999999999997
Hoàng Mai,Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,30.0,93.0,2.79
Thanh Xuân,Phương Liệt,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,50.0,154.0,7.7
Ba Đình,Liễu Giai,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,50.0,150.0,7.5
Hai Bà Trưng,Vĩnh Tuy,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,3.0,30.0,116.67,3.5000999999999998
Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,27.0,203.7,5.499899999999999
Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,6.0,4.0,30.0,121.67,3.6501
Cầu Giấy,Mai Dịch,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,41.0,173.66,7.12006
Tây Hồ,Xuân La,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,90.0,57.78,5.2002
Ba Đình,Giảng Võ,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,66.0,96.21,6.34986
Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,40.0,65.0,2.6
Nam Từ Liêm,Trung Văn,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,40.0,121.25,4.85
Hoàng Mai,Thịnh Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,2.0,50.0,82.0,4.1
Hai Bà Trưng,Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,4.0,2.0,33.0,96.97,3.20001
Cầu Giấy,Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,55.0,72.73,4.00015
Nam Từ Liêm,Mỹ Đình 1,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,4.0,40.0,250.0,10.0
Cầu Giấy,Mai Dịch,"Nhà mặt phố, mặt tiền",Đã có sổ,7.0,8.0,70.0,207.14,14.499799999999999
Cầu Giấy,Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,107.14,3.7499000000000002
Cầu Giấy,Dịch Vọng,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,3.0,35.0,177.14,6.1998999999999995
Long Biên,Long Biên,"Nhà ngõ, hẻm",Đã có sổ,4.0,5.0,33.0,83.33,2.7498899999999997
Thanh Xuân,Khương Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,70.0,240.0,16.8
Đống Đa,Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,25.0,116.0,2.9
Đống Đa,Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,94.29,3.30015
Long Biên,Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,4.0,6.0,33.0,83.33,2.7498899999999997
Hoàng Mai,Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,75.0,69.33,5.19975
Hoàn Kiếm,Trần Hưng Đạo,"Nhà ngõ, hẻm",Đã có sổ,3.0,2.0,60.0,58.33,3.4997999999999996
Hai Bà Trưng,Đồng Tâm,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,30.0,106.67,3.2001
Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,45.0,77.78,3.5000999999999998
Hà Đông,Hà Cầu,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,3.0,40.0,124.5,4.98
Tây Hồ,Tứ Liên,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,5.0,70.0,114.29,8.0003
Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,40.0,85.0,3.4
Đống Đa,Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,92.86,3.2500999999999998
Cầu Giấy,Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,42.0,180.95,7.5999
Tây Hồ,Xuân La,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,4.0,55.0,90.55,4.98025
Hoàng Mai,Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,30.0,108.33,3.2499000000000002
Đống Đa,Văn Miếu,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,25.0,96.0,2.4
Hà Đông,Phú La,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,33.0,59.09,1.94997
Thanh Xuân,Thượng Đình,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,83.0,139.76,11.60008
Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,38.0,84.21,3.1999799999999996
Tây Hồ,Bưởi,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,35.0,78.57,2.7499499999999997
Huyện Hoài Đức,Kim Chung,"Nhà ngõ, hẻm",Đã có sổ,4.0,5.0,32.0,82.81,2.6499200000000003
Đống Đa,Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,22.0,45.45,0.9999000000000001
Bắc Từ Liêm,Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,35.0,137.14,4.7999
Tây Hồ,Bưởi,Nhà biệt thự,Đã có sổ,4.0,5.0,190.0,194.74,37.0006
Hoàng Mai,Hoàng Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,6.0,60.0,105.0,6.3
Cầu Giấy,Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,66.0,89.39,5.8997399999999995
Cầu Giấy,Trung Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,7.0,48.0,139.58,6.69984
Cầu Giấy,Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,38.0,101.32,3.85016
Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,52.0,78.85,4.1002
Hà Đông,Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,37.0,71.62,2.64994
Hoàng Mai,Vĩnh Hưng,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,42.0,108.33,4.54986
Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,42.0,80.95,3.3999
Cầu Giấy,Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,4.0,6.0,49.0,126.53,6.19997
Cầu Giấy,Trung Hoà,"Nhà ngõ, hẻm",Dang_cap_nhat,5.0,4.0,67.0,85.07,5.6996899999999995
Nam Từ Liêm,Mỹ Đình 2,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,43.0,81.4,3.5002000000000004
Tây Hồ,Bưởi,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,100.0,3.5
Bắc Từ Liêm,Cổ Nhuế 2,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,35.0,77.14,2.6999
Long Biên,Long Biên,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,35.0,100.0,3.5
Hai Bà Trưng,Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,30.0,90.0,2.7
Long Biên,Thạch Bàn,Nhà phố liền kề,Đang chờ sổ,5.0,6.0,88.0,92.05,8.1004
Đống Đa,Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,34.0,91.18,3.1001200000000004
Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,2.0,3.0,56.0,53.57,2.99992
Cầu Giấy,Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,35.0,102.86,3.6001
Nam Từ Liêm,Mỹ Đình 2,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,39.0,91.03,3.55017
Hoàng Mai,Tương Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,6.0,62.0,233.87,14.49994
Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,43.0,153.49,6.6000700000000005
Bắc Từ Liêm,Cổ Nhuế 2,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,38.0,85.53,3.25014
Nam Từ Liêm,Mỹ Đình 2,Nhà biệt thự,Đã có sổ,4.0,6.0,200.0,175.0,35.0
Hà Đông,Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,40.0,61.25,2.45
Hoàng Mai,Thịnh Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,5.0,42.0,100.0,4.2
Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,40.0,65.0,2.6
Hai Bà Trưng,Vĩnh Tuy,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,45.0,110.67,4.98015
Ba Đình,Cống Vị,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,36.0,94.44,3.39984
Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Giấy tờ khác,4.0,4.0,54.0,71.3,3.8501999999999996
Hoàng Mai,Yên Sở,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,42.0,97.62,4.10004
Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,27.0,81.48,2.19996
Đống Đa,Thịnh Quang,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,40.0,112.5,4.5
Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,4.0,5.0,70.0,84.29,5.9003000000000005
Hai Bà Trưng,Bách Khoa,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,30.0,93.33,2.7999
Bắc Từ Liêm,Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,78.57,2.7499499999999997
Cầu Giấy,Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,40.0,95.0,3.8
Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,31.0,112.9,3.4999000000000002
Ba Đình,Kim Mã,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,46.0,93.48,4.30008
Tây Hồ,Bưởi,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,36.0,76.39,2.75004
Hà Đông,Kiến Hưng,Nhà phố liền kề,Đã có sổ,4.0,4.0,40.0,87.5,3.5
Thanh Xuân,Khương Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,45.0,102.22,4.5999
Thanh Xuân,Thượng Đình,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,40.0,113.75,4.55
Thanh Xuân,Khương Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,3.0,30.0,96.67,2.9001
Hoàng Mai,Tân Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,38.0,94.74,3.60012
Long Biên,Ngọc Lâm,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,42.0,105.24,4.42008
Nam Từ Liêm,Mễ Trì,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,42.0,97.62,4.10004
Hà Đông,Vạn Phúc,Nhà phố liền kề,Đã có sổ,4.0,4.0,28.0,82.14,2.29992
Hà Đông,Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,34.0,66.18,2.2501200000000003
Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,30.0,96.67,2.9001
Huyện Quốc Oai,Sài Sơn,Nhà biệt thự,Đã có sổ,3.0,4.0,208.0,34.62,7.200959999999999
Hoàn Kiếm,Cửa Đông,"Nhà ngõ, hẻm",Đã có sổ,3.0,1.0,22.0,145.45,3.1998999999999995
Đống Đa,Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,26.0,123.08,3.20008
Đống Đa,Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,35.0,114.29,4.00015
Đống Đa,Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,45.0,160.0,7.2
Nam Từ Liêm,Mỹ Đình 2,"Nhà ngõ, hẻm",Đã có sổ,3.0,2.0,40.0,66.25,2.65
Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,38.0,126.32,4.80016
Đống Đa,Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,65.0,116.31,7.56015
Ba Đình,Giảng Võ,"Nhà ngõ, hẻm",Đã có sổ,4.0,2.0,26.0,153.85,4.0001
Nam Từ Liêm,Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,35.0,104.29,3.65015
Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,35.0,94.29,3.30015
Hoàng Mai,Hoàng Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,7.0,60.0,105.0,6.3
Nam Từ Liêm,Mễ Trì,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,42.0,97.62,4.10004
Hoàng Mai,Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,50.0,70.0,3.5
Ba Đình,Cống Vị,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,39.0,97.44,3.80016
Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,4.0,2.0,30.0,120.0,3.6
Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,30.0,81.67,2.4501
Cầu Giấy,Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,45.0,102.22,4.5999
Hà Đông,Phúc La,Nhà phố liền kề,Đã có sổ,6.0,4.0,110.0,162.73,17.900299999999998
Hà Đông,Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,39.0,103.85,4.0501499999999995
Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,33.0,151.52,5.000160000000001
Hoàng Mai,Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,4.0,2.0,20.0,99.0,1.98
Đống Đa,Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,4.0,2.0,25.0,86.0,2.15
Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,6.0,10.0,62.0,104.84,6.50008
Ba Đình,Trúc Bạch,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,6.0,44.0,465.91,20.500040000000002
Tây Hồ,Xuân La,"Nhà ngõ, hẻm",Đã có sổ,4.0,5.0,38.0,78.95,3.0000999999999998
Đống Đa,Kim Liên,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,40.0,97.0,3.88
Hoàng Mai,Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,36.0,77.78,2.80008
Nam Từ Liêm,Mỹ Đình 1,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,6.0,40.0,250.0,10.0
Đống Đa,Phương Liên,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,74.29,2.60015
Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,40.0,102.5,4.1
Ba Đình,Đội Cấn,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,3.0,40.0,270.0,10.8
Long Biên,Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,4.0,1.0,45.0,55.56,2.5002000000000004
Bắc Từ Liêm,Phú Diễn,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,10.0,40.0,128.75,5.15
Long Biên,Long Biên,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,62.0,62.9,3.8998
Hà Đông,Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,35.0,77.14,2.6999
Tây Hồ,Thụy Khuê,"Nhà mặt phố, mặt tiền",Đã có sổ,2.0,1.0,22.0,259.09,5.699979999999999
Hai Bà Trưng,Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,22.0,112.73,2.48006
Hoàng Mai,Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,54.0,50.0,2.7
Hai Bà Trưng,Lê Đại Hành,"Nhà ngõ, hẻm",Đã có sổ,3.0,2.0,20.0,99.5,1.99
Thanh Xuân,Khương Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,32.0,76.56,2.44992
Tây Hồ,Phú Thượng,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,30.0,78.33,2.3499
Cầu Giấy,Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,47.0,98.94,4.650180000000001
Đống Đa,Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,30.0,145.0,4.35
Ba Đình,Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,42.0,80.95,3.3999
Hà Đông,Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,50.0,70.0,3.5
Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,45.0,77.78,3.5000999999999998
Hà Đông,Nguyễn Trãi,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,40.0,67.5,2.7
Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,2.0,3.0,56.0,55.36,3.10016
Cầu Giấy,Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,55.0,63.64,3.5002
Đống Đa,Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,45.0,77.78,3.5000999999999998
Đống Đa,Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,35.0,92.86,3.2500999999999998
Ba Đình,Kim Mã,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,66.0,96.21,6.34986
Đống Đa,Văn Chương,"Nhà ngõ, hẻm",Đã có sổ,4.0,2.0,35.0,71.43,2.5000500000000003
Cầu Giấy,Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,7.0,4.0,40.0,206.25,8.25
Long Biên,Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,58.0,70.69,4.10002
Bắc Từ Liêm,Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,35.0,78.57,2.7499499999999997
Hoàn Kiếm,Hàng Buồm,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,6.0,56.0,482.14,26.99984
Đống Đa,Phương Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,37.0,113.51,4.19987
Thanh Xuân,Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,37.0,97.3,3.6001
Đống Đa,Trung Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,5.0,53.0,173.4,9.1902
Long Biên,Phúc Đồng,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,4.0,57.0,143.86,8.20002
Hoàng Mai,Tân Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,39.0,64.1,2.4999
Hoàn Kiếm,Hàng Buồm,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,6.0,56.0,482.14,26.99984
Cầu Giấy,Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,2.0,3.0,36.0,86.11,3.09996
Hai Bà Trưng,Trương Định,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,34.0,61.76,2.09984
Ba Đình,Ngọc Hà,"Nhà ngõ, hẻm",Đã có sổ,4.0,2.0,15.0,125.33,1.87995
